line_id,character_id,movie_id,character_name,text,movie_title,persona_tag
L135159,u4525,m299,DANTE,Does anyone ever knock over a casket on purpose?,clerks.,dante
L135157,u4525,m299,DANTE,"You knocked the fucking casket over, for Chrissakes!",clerks.,dante
L135155,u4525,m299,DANTE,I can't fucking believe you!!,clerks.,dante
L135153,u4525,m299,DANTE,"I can't help it. At least when we were playing hockey outside, I could see if anyone wanted to go in.",clerks.,dante
L135151,u4525,m299,DANTE,I know it was a bad idea to close the store.,clerks.,dante
L135148,u4525,m299,DANTE,"Yeah. Like you said, you know. I guess everyone tries it, sooner of later.",clerks.,dante
L135146,u4525,m299,DANTE,You know.,clerks.,dante
L135144,u4525,m299,DANTE,I could never reach.,clerks.,dante
L135142,u4525,m299,DANTE,"He made it, hunhh?",clerks.,dante
L135140,u4525,m299,DANTE,His dick was in his mouth?,clerks.,dante
L135138,u4525,m299,DANTE,Who found him?,clerks.,dante
L135136,u4525,m299,DANTE,Because I never tried to suck my own dick?,clerks.,dante
L135134,u4525,m299,DANTE,No!,clerks.,dante
L135132,u4525,m299,DANTE,"Oh, my god.",clerks.,dante
L135130,u4525,m299,DANTE,Stop it.,clerks.,dante
L135128,u4525,m299,DANTE,Shut the hell up.,clerks.,dante
L135126,u4525,m299,DANTE,That's embarrassing?,clerks.,dante
L135124,u4525,m299,DANTE,How'd he die?,clerks.,dante
L135122,u4525,m299,DANTE,An embarrassing way to die.,clerks.,dante
L135120,u4525,m299,DANTE,Twenty-two; same as us.,clerks.,dante
L135118,u4525,m299,DANTE,Thanks for putting me in a tough spot. You're a good friend.,clerks.,dante
L135116,u4525,m299,DANTE,"Exactly, which means I can't close it for another hour so we can both go to a wake.",clerks.,dante
L135114,u4525,m299,DANTE,I can't close the store.,clerks.,dante
L135112,u4525,m299,DANTE,I'm not taking you to this funeral.,clerks.,dante
L135110,u4525,m299,DANTE,She meant nothing to you!,clerks.,dante
L135108,u4525,m299,DANTE,Don't be an asshole. Somebody has to stay with the store.,clerks.,dante
L135106,u4525,m299,DANTE,You hate people.,clerks.,dante
L135104,u4525,m299,DANTE,Stop it. This is beneath even you.,clerks.,dante
L135102,u4525,m299,DANTE,You hardly knew her!,clerks.,dante
L135100,u4525,m299,DANTE,You've gotta watch the store. I have to go to this.,clerks.,dante
L135098,u4525,m299,DANTE,Shit. What about tomorrow?,clerks.,dante
L135096,u4525,m299,DANTE,What!?,clerks.,dante
L135094,u4525,m299,DANTE,Why not?,clerks.,dante
L135092,u4525,m299,DANTE,I'm gonna go to her wake.,clerks.,dante
L135090,u4525,m299,DANTE,Number six.,clerks.,dante
L135088,u4525,m299,DANTE,I haven't seen her in almost two years.,clerks.,dante
L135084,u4525,m299,DANTE,How? When?,clerks.,dante
L135080,u4525,m299,DANTE,"Yeah, right.",clerks.,dante
L135078,u4525,m299,DANTE,I still can't believe Caitlin's getting married.,clerks.,dante
L135076,u4525,m299,DANTE,"""It's not like we're gonna sell out.""",clerks.,dante
L135074,u4525,m299,DANTE,Exactly. They drank it all.,clerks.,dante
L135072,u4525,m299,DANTE,Gatorade.,clerks.,dante
L135070,u4525,m299,DANTE,"Randal, twelve minutes is not a game! Jesus, it's barely a warm-up!",clerks.,dante
L135068,u4525,m299,DANTE,One ball!! They come all the way here... I close the damn store... for one ball!,clerks.,dante
L134993,u4525,m299,DANTE,We're not playing in the street.,clerks.,dante
L134991,u4525,m299,DANTE,I don't know. You going to lock the video store?,clerks.,dante
L134988,u4525,m299,DANTE,Can we not talk about this?,clerks.,dante
L134981,u4525,m299,DANTE,At least let me maintain some semblance of managerial control here.,clerks.,dante
L134972,u4525,m299,DANTE,I just want to play hockey like I was scheduled to.,clerks.,dante
L134970,u4525,m299,DANTE,I told him I had a game today. It's his own fault.,clerks.,dante
L134968,u4525,m299,DANTE,Pull my laces tighter.,clerks.,dante
L134964,u4525,m299,DANTE,You've got a customer.,clerks.,dante
L134962,u4525,m299,DANTE,I can't believe I'm going to miss the game!,clerks.,dante
L134960,u4525,m299,DANTE,Sorry.,clerks.,dante
L134958,u4525,m299,DANTE,Would you shut the hell up with that shit? It's not helping.,clerks.,dante
L134956,u4525,m299,DANTE,I'm going to miss the game.,clerks.,dante
L134954,u4525,m299,DANTE,You know what pisses me off the most?,clerks.,dante
L134952,u4525,m299,DANTE,I don't back down.,clerks.,dante
L134950,u4525,m299,DANTE,I know.,clerks.,dante
L134946,u4525,m299,DANTE,FUCK!,clerks.,dante
L134944,u4525,m299,DANTE,Not a fucking word! Slippery shit!,clerks.,dante
L134942,u4525,m299,DANTE,Can you believe this?!,clerks.,dante
L134937,u4525,m299,DANTE,The best Burtless movie ever made.,clerks.,dante
L134935,u4525,m299,DANTE,Can you come next door? I gotta make a phone call.,clerks.,dante
L134913,u4525,m299,DANTE,"Shut up!  Yes, I've calmed down, I'm still not happy about it, but I've been able to deal.",clerks.,dante
L134904,u4525,m299,DANTE,Veronica!,clerks.,dante
L134902,u4525,m299,DANTE,Because my ex-girlfriend is getting married.,clerks.,dante
L134885,u4525,m299,DANTE,Which ones?,clerks.,dante
L134883,u4525,m299,DANTE,The women that go through every gallon of milk looking for a later date. As if somewhere-beyond all the other gallons-is a container of milk that won't go bad for like a decade.,clerks.,dante
L134881,u4525,m299,DANTE,The milkmaids.,clerks.,dante
L134879,u4525,m299,DANTE,"It's not really anyone per se, it's more of separate groupings.",clerks.,dante
L134877,u4525,m299,DANTE,There aren't.,clerks.,dante
L134875,u4525,m299,DANTE,What for? They don't bother me if I don't bother them.,clerks.,dante
L134873,u4525,m299,DANTE,I'm gonna hear it tomorrow.,clerks.,dante
L134871,u4525,m299,DANTE,Why do you do things like that? You know she's going to come back and tell the boss.,clerks.,dante
L134861,u4525,m299,DANTE,Can we talk about this later?,clerks.,dante
L134859,u4525,m299,DANTE,What kind of show?,clerks.,dante
L134857,u4525,m299,DANTE,I guess not.,clerks.,dante
L134855,u4525,m299,DANTE,Nudie booth?,clerks.,dante
L134853,u4525,m299,DANTE,What's a jizz-mopper?,clerks.,dante
L134851,u4525,m299,DANTE,"Did you ever notice all the prices end in nine? Damn, that's eerie.",clerks.,dante
L134833,u4525,m299,DANTE,"I'll give him five more minutes then I'm calling the cops. I don't need this, man. I'm not even supposed to be here today.",clerks.,dante
L134831,u4525,m299,DANTE,He said it was important to have standards. He said nobody has pride anymore.,clerks.,dante
L134829,u4525,m299,DANTE,I told him that and he yelled at me.,clerks.,dante
L134827,u4525,m299,DANTE,Obviously not. Look at all the cartons that didn't make the grade.,clerks.,dante
L134825,u4525,m299,DANTE,Each egg has to be perfect.,clerks.,dante
L134823,u4525,m299,DANTE,He said he has to find a perfect dozen.,clerks.,dante
L134820,u4525,m299,DANTE,This guy is going through all of the eggs. Look.,clerks.,dante
L134818,u4525,m299,DANTE,Wait.,clerks.,dante
L134773,u4525,m299,DANTE,"All right, so even if independent contractors are working on the Death Star, why are you uneasy with its destruction?",clerks.,dante
L134771,u4525,m299,DANTE,"Not just Imperials, is what you're getting at.",clerks.,dante
L134769,u4525,m299,DANTE,So?,clerks.,dante
L134767,u4525,m299,DANTE,And the second time around...?,clerks.,dante
L134765,u4525,m299,DANTE,Basically.,clerks.,dante
L134763,u4525,m299,DANTE,And you figured it out?,clerks.,dante
L134761,u4525,m299,DANTE,Compliments of Lando Calrissian.,clerks.,dante
L134759,u4525,m299,DANTE,Luke blew it up. Give credit where it's due.,clerks.,dante
L134755,u4525,m299,DANTE,There's more?,clerks.,dante
L134751,u4525,m299,DANTE,I think they were Catholics.,clerks.,dante
L134749,u4525,m299,DANTE,More or less.,clerks.,dante
L134747,u4525,m299,DANTE,"It would stand to reason, yes.",clerks.,dante
L134743,u4525,m299,DANTE,I guess.,clerks.,dante
L134741,u4525,m299,DANTE,How do you mean?,clerks.,dante
L134739,u4525,m299,DANTE,The Emperor.,clerks.,dante
L134737,u4525,m299,DANTE,What's that?,clerks.,dante
L134735,u4525,m299,DANTE,"Empire had the better ending: Luke gets his hand cut off, and finds out Vader's his father; Han gets frozen and taken away by Boba Fett.  It ends on such a down note. And that's life-a series of down endings. All Jedi had was a bunch of Muppets.",clerks.,dante
L134733,u4525,m299,DANTE,Empire.,clerks.,dante
L134731,u4525,m299,DANTE,Didn't you hear me? Caitlin really is getting married.,clerks.,dante
L134729,u4525,m299,DANTE,Me pulling a can off some moron's fist.,clerks.,dante
L134727,u4525,m299,DANTE,Do you know that article is accurate? Caitlin's really getting married!,clerks.,dante
L134658,u4525,m299,DANTE,All four?,clerks.,dante
L134656,u4525,m299,DANTE,I think it's safe to say yes.,clerks.,dante
L134654,u4525,m299,DANTE,I think the arguments Veronica and I are having are some kind of manifestation of a subconscious desire to break away from her so that I can pursue the possibility of a more meaningful relationship with Caitlin.,clerks.,dante
L134652,u4525,m299,DANTE,...and she's looking to me for support. And I think that this is leading our relationship to a new level.,clerks.,dante
L134650,u4525,m299,DANTE,I'm talking to myself here.,clerks.,dante
L134648,u4525,m299,DANTE,"They are. When she calls me now, she's a different person-she's frightened and vulnerable. She's about to finish college and enter the real world. That's got to be scary for anyone.",clerks.,dante
L134646,u4525,m299,DANTE,"I'm serious. Aside from the cheating, we were a great couple.  That's what high school's all about-algebra, bad lunch, and infidelity.",clerks.,dante
L134644,u4525,m299,DANTE,Because there was a lot of good in our relationship.,clerks.,dante
L134642,u4525,m299,DANTE,It takes different strokes to move the world.,clerks.,dante
L134640,u4525,m299,DANTE,The two moved to Idaho together after graduation. They raise sheep.,clerks.,dante
L134638,u4525,m299,DANTE,Allan Harris.,clerks.,dante
L134636,u4525,m299,DANTE,Interesting postscript to that story: Do you know who wound up going with Brad Michaelson in the other dark bedroom?,clerks.,dante
L134634,u4525,m299,DANTE,"Great story, isn't it?",clerks.,dante
L134632,u4525,m299,DANTE,She was supposed to meet Brad Michaelson in a bedroom. She picked the wrong one. She had no idea I was even at the party.,clerks.,dante
L134630,u4525,m299,DANTE,I hit the lights and she freaks. Turns out she thought I was Brad Michaelson.,clerks.,dante
L134628,u4525,m299,DANTE,She called me Brad.,clerks.,dante
L134626,u4525,m299,DANTE,"In the middle of it, she calls me Brad.",clerks.,dante
L134624,u4525,m299,DANTE,Party at John K's-senior year. I get blitzed and pass out in his bedroom. Caitlin comes in and dives all over me.,clerks.,dante
L134622,u4525,m299,DANTE,Eight and a half.,clerks.,dante
L134620,u4525,m299,DANTE,Five years.,clerks.,dante
L134618,u4525,m299,DANTE,Seven months.,clerks.,dante
L134616,u4525,m299,DANTE,You win.,clerks.,dante
L134614,u4525,m299,DANTE,"I guess it's not really fighting. She just wants me to leave here, go back to school, get some direction.",clerks.,dante
L134612,u4525,m299,DANTE,"One fight a day with Veronica is about all I can stomach, thanks.",clerks.,dante
L134610,u4525,m299,DANTE,She called me.,clerks.,dante
L134608,u4525,m299,DANTE,You don't want to know.,clerks.,dante
L134605,u4525,m299,DANTE,Why?,clerks.,dante
L134603,u4525,m299,DANTE,"No, thanks.",clerks.,dante
L134600,u4525,m299,DANTE,Don't screw with it. It makes us look suspicious.,clerks.,dante
L134598,u4525,m299,DANTE,Shocking abuse of authority.,clerks.,dante
L134593,u4525,m299,DANTE,Go open the sore.,clerks.,dante
L134591,u4525,m299,DANTE,He assured me that he'd be here by twelve.,clerks.,dante
L134588,u4525,m299,DANTE,That's what I said.,clerks.,dante
L134586,u4525,m299,DANTE,Someone jammed gum in the locks.,clerks.,dante
L134584,u4525,m299,DANTE,The boss called. Arthur fell ill.,clerks.,dante
L134582,u4525,m299,DANTE,You're late.,clerks.,dante
L135308,u4525,m299,DANTE,"Jesus Christ, what next?",clerks.,dante
L135302,u4525,m299,DANTE,THE GLADES MOTEL?,clerks.,dante
L135294,u4525,m299,DANTE,You know him?,clerks.,dante
L135277,u4525,m299,DANTE,You're Alyssa's sister? Heather?,clerks.,dante
L135275,u4525,m299,DANTE,Caitlin Bree. Yeah?,clerks.,dante
L135273,u4525,m299,DANTE,Do I know you?,clerks.,dante
L135263,u4525,m299,DANTE,I don't have love handles.,clerks.,dante
L135248,u4525,m299,DANTE,I know I can bench more than that!,clerks.,dante
L135240,u4525,m299,DANTE,Thirty-fire.,clerks.,dante
L135326,u4525,m299,DANTE,But I didn't sell cigarettes to any kids! Hey!,clerks.,dante
L135305,u4525,m299,DANTE,What? When? When did all this shit happen?,clerks.,dante
L135300,u4525,m299,DANTE,I... I don't believe this...,clerks.,dante
L135298,u4525,m299,DANTE,Wait a second!  You used to sleep with Caitlin Bree? While I was dating her?,clerks.,dante
L135286,u4525,m299,DANTE,"No, she's getting married.",clerks.,dante
L135282,u4525,m299,DANTE,Yeah?,clerks.,dante
L135256,u4525,m299,DANTE,Oh for God's sake!,clerks.,dante
L135246,u4525,m299,DANTE,I don't know.,clerks.,dante
L135244,u4525,m299,DANTE,I am not.,clerks.,dante
L135235,u4525,m299,DANTE,What are you talking about? There's no fat on this body.,clerks.,dante
L135233,u4525,m299,DANTE,They are not.,clerks.,dante
L135231,u4525,m299,DANTE,I don't think so.,clerks.,dante
L135229,u4525,m299,DANTE,I didn't strain. I sighed.,clerks.,dante
L135712,u4525,m299,DANTE,Meaning?,clerks.,dante
L135710,u4525,m299,DANTE,She's my girlfriend.,clerks.,dante
L135708,u4525,m299,DANTE,I jacked the car up. All she did was loosen the nuts and put the tire on.,clerks.,dante
L135706,u4525,m299,DANTE,Maybe.,clerks.,dante
L135704,u4525,m299,DANTE,Lasagne.,clerks.,dante
L135702,u4525,m299,DANTE,Veronica.,clerks.,dante
L135700,u4525,m299,DANTE,"We were going to start again, I think.",clerks.,dante
L135698,u4525,m299,DANTE,Knock it off. That used to be my girlfriend.,clerks.,dante
L135696,u4525,m299,DANTE,I don't know. I wasn't watching.,clerks.,dante
L135694,u4525,m299,DANTE,He died in the bathroom.,clerks.,dante
L135692,u4525,m299,DANTE,I can't believe you just rolled a joint in here.,clerks.,dante
L135690,u4525,m299,DANTE,So.,clerks.,dante
L135688,u4525,m299,DANTE,"A dollar sixty-nine, plus tax.",clerks.,dante
L135686,u4525,m299,DANTE,You sell to people that can't stay away from an addiction.,clerks.,dante
L135684,u4525,m299,DANTE,The difference is you exploit a weakness.,clerks.,dante
L135682,u4525,m299,DANTE,It's not my store.,clerks.,dante
L135680,u4525,m299,DANTE,How do you figure... HEY! You can't roll a joint in here!,clerks.,dante
L135678,u4525,m299,DANTE,Nothing personal.,clerks.,dante
L135676,u4525,m299,DANTE,With you? I don't think so.,clerks.,dante
L135674,u4525,m299,DANTE,I should start.,clerks.,dante
L135672,u4525,m299,DANTE,A half hour.,clerks.,dante
L135670,u4525,m299,DANTE,One seventy-nine.,clerks.,dante
L135668,u4525,m299,DANTE,Done poisoning the youth for the day?,clerks.,dante
L135168,u4525,m299,DANTE,How many times I gotta tell you not to deal outside the store.,clerks.,dante
L135166,u4525,m299,DANTE,Go open the video store.,clerks.,dante
L135025,u4525,m299,DANTE,Are there any balls down there?!,clerks.,dante
L134561,u4525,m299,DANTE,"If you'll just tell me the title of your rental choice, I'll have him hold it for you.",clerks.,dante
L134559,u4525,m299,DANTE,"Actually, that's his night job.",clerks.,dante
L134557,u4525,m299,DANTE,No; he was probably just resting his eyes.,clerks.,dante
L134555,u4525,m299,DANTE,I'm sure he wasn't sleeping.,clerks.,dante
L135064,u4525,m299,DANTE,Here. Now leave me alone.,clerks.,dante
L135062,u4525,m299,DANTE,The porno mags?,clerks.,dante
L135060,u4525,m299,DANTE,I said go ahead.,clerks.,dante
L135058,u4525,m299,DANTE,"You know, you probably could've been home, already, in the time it's taken you to get in there.",clerks.,dante
L135056,u4525,m299,DANTE,Jesus... go ahead.,clerks.,dante
L135053,u4525,m299,DANTE,"Yeah, okay. Go ahead.",clerks.,dante
L135051,u4525,m299,DANTE,"Yeah, but...",clerks.,dante
L135049,u4525,m299,DANTE,"Actually, it is kind of rough.",clerks.,dante
L135047,u4525,m299,DANTE,The white kind.,clerks.,dante
L135045,u4525,m299,DANTE,Uh... sure. Go ahead. It's back through the cooler.,clerks.,dante
L135043,u4525,m299,DANTE,"Um... yeah, but it's for employees only.",clerks.,dante
L135041,u4525,m299,DANTE,Oh... Can I help you?,clerks.,dante
L135039,u4525,m299,DANTE,And he got cancer by chewing fluorescent bulb glass...?,clerks.,dante
L135035,u4525,m299,DANTE,I'm trying.,clerks.,dante
L135749,u4525,m299,DANTE,"Veronica, I love you...",clerks.,dante
L135747,u4525,m299,DANTE,Randal...?,clerks.,dante
L135745,u4525,m299,DANTE,I don't want to go back with her...,clerks.,dante
L135743,u4525,m299,DANTE,I don't want Caitlin...,clerks.,dante
L135741,u4525,m299,DANTE,"Veronica... I... it's not like that anymore... I mean, it was never really like that...",clerks.,dante
L135739,u4525,m299,DANTE,Would you let me explain...,clerks.,dante
L135737,u4525,m299,DANTE,A couple...?,clerks.,dante
L135735,u4525,m299,DANTE,It was only a few times...,clerks.,dante
L135733,u4525,m299,DANTE,What're you talking about?,clerks.,dante
L134930,u4525,m299,DANTE,Sure.,clerks.,dante
L134928,u4525,m299,DANTE,What time do you get finished?,clerks.,dante
L134926,u4525,m299,DANTE,I called a locksmith and he said the earliest he could get here it tomorrow.,clerks.,dante
L134924,u4525,m299,DANTE,Thank you for the lasagne.,clerks.,dante
L134922,u4525,m299,DANTE,...it isn't there. Yes.,clerks.,dante
L134920,u4525,m299,DANTE,"And he said most of them are college guys, I've never met or seen.",clerks.,dante
L134918,u4525,m299,DANTE,At least he wasn't thirty-six.,clerks.,dante
L134916,u4525,m299,DANTE,I had to tell someone. He put it into perspective.,clerks.,dante
L134910,u4525,m299,DANTE,Really?  You're the best.,clerks.,dante
L134908,u4525,m299,DANTE,What is it?,clerks.,dante
L134906,u4525,m299,DANTE,He still hasn't shown up. Why aren't you in class?,clerks.,dante
L134548,u4525,m299,DANTE,Thirty-seven. I just can't...,clerks.,dante
L134546,u4525,m299,DANTE,Every time I kiss you now I'm going to taste thirty-six other guys.,clerks.,dante
L134544,u4525,m299,DANTE,I feel sick.,clerks.,dante
L134542,u4525,m299,DANTE,"Well... why did you have to suck their dicks? Why didn't you just sleep with them, like any decent person?!",clerks.,dante
L134540,u4525,m299,DANTE,A few?,clerks.,dante
L134538,u4525,m299,DANTE,"No, but you sucked enough dick!",clerks.,dante
L134536,u4525,m299,DANTE,Hey! Where are you going?!,clerks.,dante
L134534,u4525,m299,DANTE,Thirty-seven?!  My girlfriend sucked thirty-seven dicks!,clerks.,dante
L134532,u4525,m299,DANTE,I'M THIRTY-SEVEN?,clerks.,dante
L134530,u4525,m299,DANTE,"What the hell is that anyway, ""something like thirty-six?"" Does that include me?",clerks.,dante
L134528,u4525,m299,DANTE,WHAT? SOMETHING LIKE THIRTY-SIX?,clerks.,dante
L134526,u4525,m299,DANTE,Well...?,clerks.,dante
L134525,u4525,m299,DANTE,This is different. This is important. How many?!,clerks.,dante
L134523,u4525,m299,DANTE,HOW MANY?,clerks.,dante
L134521,u4525,m299,DANTE,How many dicks have you sucked?!,clerks.,dante
L134519,u4525,m299,DANTE,How many?,clerks.,dante
L134517,u4525,m299,DANTE,"I did understand! I understand that you slept with three different guys, and that's all you said.",clerks.,dante
L134515,u4525,m299,DANTE,Oh my God-I feel so nauseous...,clerks.,dante
L134513,u4525,m299,DANTE,Oh my God! Why did you tell me you only slept with three guys?,clerks.,dante
L134511,u4525,m299,DANTE,You sucked his dick!,clerks.,dante
L134509,u4525,m299,DANTE,But... but you said you only had sex with three guys! You never mentioned him!,clerks.,dante
L134507,u4525,m299,DANTE,You sucked that guy's dick?,clerks.,dante
L134503,u4525,m299,DANTE,Like you said-she snowballed him.,clerks.,dante
L134501,u4525,m299,DANTE,Sylvan can be talked into anything.,clerks.,dante
L134499,u4525,m299,DANTE,He requested this?,clerks.,dante
L134497,u4525,m299,DANTE,What do you mean?,clerks.,dante
L134495,u4525,m299,DANTE,Why do you call him that?,clerks.,dante
L134481,u4525,m299,DANTE,Shit! Why are we getting up?,clerks.,dante
L134480,u4525,m299,DANTE,"Jesus, would you stop? You make my head hurt when you talk about this.",clerks.,dante
L134478,u4525,m299,DANTE,Can't we ever have a discussion without that coming up?,clerks.,dante
L134476,u4525,m299,DANTE,Where?,clerks.,dante
L134474,u4525,m299,DANTE,All right. Name it.,clerks.,dante
L134472,u4525,m299,DANTE,They put up the least amount of struggle.,clerks.,dante
L134470,u4525,m299,DANTE,"Animal, vegetable, or mineral.",clerks.,dante
L134468,u4525,m299,DANTE,Wow. That's great. That's something to be proud of.,clerks.,dante
L134466,u4525,m299,DANTE,"No; who were the three, besides me?",clerks.,dante
L134464,u4525,m299,DANTE,Who?,clerks.,dante
L134462,u4525,m299,DANTE,You've only had sex with three different people?,clerks.,dante
L134460,u4525,m299,DANTE,Three?,clerks.,dante
L134458,u4525,m299,DANTE,Do I get to hit you after you tell me?,clerks.,dante
L134456,u4525,m299,DANTE,Why'd you hit me?,clerks.,dante
L134454,u4525,m299,DANTE,What the hell was that for?,clerks.,dante
L134453,u4525,m299,DANTE,Including you; yes.,clerks.,dante
L134451,u4525,m299,DANTE,Twelve.,clerks.,dante
L134449,u4525,m299,DANTE,Including you?,clerks.,dante
L134447,u4525,m299,DANTE,How many different girls? Didn't we already have this discussion once?,clerks.,dante
L134445,u4525,m299,DANTE,How many what?,clerks.,dante
L134443,u4525,m299,DANTE,These are my opinions based on my experiences with the few women who were good enough to sleep with me.,clerks.,dante
L134441,u4525,m299,DANTE,It wasn't directed at you. I was making a broad generalization.,clerks.,dante
L134439,u4525,m299,DANTE,I touched a nerve.,clerks.,dante
L134437,u4525,m299,DANTE,Something wrong?,clerks.,dante
L134435,u4525,m299,DANTE,"A girl makes a guy cum, it's standard. A guy makes a girl cum, it's talent.",clerks.,dante
L134433,u4525,m299,DANTE,"Now, making a woman cum... therein lies a challenge.",clerks.,dante
L134431,u4525,m299,DANTE,Making a male climax is not all that challenging: insert somewhere close and preferably moist; thrust; repeat.,clerks.,dante
L134429,u4525,m299,DANTE,"Women? Women, as lovers, are all basically the same: they just have to be there.",clerks.,dante
L134427,u4525,m299,DANTE,How do you figure?,clerks.,dante
L134425,u4525,m299,DANTE,"Yeah, right. You can't get enough of me.",clerks.,dante
L134423,u4525,m299,DANTE,Really?,clerks.,dante
L134421,u4525,m299,DANTE,Why? You wanna have sex or something?,clerks.,dante
L134419,u4525,m299,DANTE,I had to use shoe polish to make that sign. The smell won't come off.,clerks.,dante
L134417,u4525,m299,DANTE,"Theoretically, people see money on the counter and nobody around, they think they're being watched.",clerks.,dante
L134415,u4525,m299,DANTE,Why do you say that?,clerks.,dante
L134413,u4525,m299,DANTE,Like three dollars in mixed change and a couple of singles. People only get the paper of coffee this time of morning.,clerks.,dante
L134406,u4525,m299,DANTE,"Oh, be real! Would you... Would you please hug me?  I just went through a very traumatic experience and I haven't been having the best day so far. Now come on.",clerks.,dante
L134404,u4525,m299,DANTE,What? What is that?,clerks.,dante
L134403,u4525,m299,DANTE,"Who's defensive?  Just... Would you just hug me?! All right? Your boyfriend was accosted by an angry mob, and he needs to be hugged.",clerks.,dante
L134401,u4525,m299,DANTE,Nothing! Jesus! I gotta fight with you now?,clerks.,dante
L134399,u4525,m299,DANTE,Hunhh? Nothing.,clerks.,dante
L134397,u4525,m299,DANTE,"I don't know-like two-thirty, three.",clerks.,dante
L134395,u4525,m299,DANTE,Bunch of savages in this town.,clerks.,dante
L134393,u4525,m299,DANTE,Somebody jammed the locks with gum.,clerks.,dante
L134391,u4525,m299,DANTE,"I'm only here until twelve, then I'm gone. The boss is coming in.",clerks.,dante
L134389,u4525,m299,DANTE,Yes! And I'm going to play like shit because I didn't get a good night's sleep!,clerks.,dante
L134387,u4525,m299,DANTE,The guy got sick and couldn't come in.,clerks.,dante
L134385,u4525,m299,DANTE,I'm not even supposed to be here today!,clerks.,dante
L134383,u4525,m299,DANTE,"Please, Veronica. Last thing I need is a lecture at this point.",clerks.,dante
L134381,u4525,m299,DANTE,I hate this fucking place.,clerks.,dante
L134379,u4525,m299,DANTE,Too hard?! I don't have enough indignities in my life-people start throwing cigarettes at me!,clerks.,dante
L134725,u4525,m299,DANTE,A word of advice: Sometimes it's best to let those hard to reach chips go.,clerks.,dante
L134723,u4525,m299,DANTE,I'll throw this out. Precautionary measure.,clerks.,dante
L134721,u4525,m299,DANTE,I think it's coming now...,clerks.,dante
L134719,u4525,m299,DANTE,Maybe we should soap your hand or something.,clerks.,dante
L134717,u4525,m299,DANTE,You hold the counter and I'll pull.,clerks.,dante
L135324,u4525,m299,DANTE,I didn't sell cigarettes to any kids! I swear!,clerks.,dante
L135321,u4525,m299,DANTE,But I didn't sell cigarettes to any kid!,clerks.,dante
L135319,u4525,m299,DANTE,"Yeah, but I didn't sell cigarettes to any kids!",clerks.,dante
L135317,u4525,m299,DANTE,I didn't do that!,clerks.,dante
L135312,u4525,m299,DANTE,WHAT?,clerks.,dante
L135310,u4525,m299,DANTE,What's this?,clerks.,dante
L135270,u4525,m299,DANTE,Dante Hicks. Why? What is this about?,clerks.,dante
L135268,u4525,m299,DANTE,I'm not out of shape!,clerks.,dante
L135265,u4525,m299,DANTE,I've been here since six o'clock this morning. Why?,clerks.,dante
L135259,u4525,m299,DANTE,Yes.  I'm not out of shape.,clerks.,dante
L213162,u5262,m348,JACK,"No!  Look at you!  You're... you're running around in ski masks, exploding things...",fight club,jack
L213160,u5262,m348,JACK,Get your hands off him!  Get off...! What the hell do you think you're doing... ? Evidence?!  This is a man... !  You killed him!,fight club,jack
L213157,u5262,m348,JACK,What... ?,fight club,jack
L213135,u5262,m348,JACK,"Right, right.",fight club,jack
L213133,u5262,m348,JACK,Where's Tyler?,fight club,jack
L213201,u5262,m348,JACK,You are a moron.,fight club,jack
L213199,u5262,m348,JACK,Look at my face.  I'm a member.  I just need to know if you've seen Tyler Durden.,fight club,jack
L213197,u5262,m348,JACK,There's no one else here.,fight club,jack
L213195,u5262,m348,JACK,I need to know where Tyler is.  Can't you help me?,fight club,jack
L212872,u5262,m348,JACK,"Yeah, both of us.",fight club,jack
L212870,u5262,m348,JACK,Look at my face.,fight club,jack
L212868,u5262,m348,JACK,"Bob, Bob... I'm a member.",fight club,jack
L212866,u5262,m348,JACK,Oh.,fight club,jack
L212864,u5262,m348,JACK,"Really, what's that?",fight club,jack
L212862,u5262,m348,JACK,"Really?  Great.  Still ""Remaining Men Together?""",fight club,jack
L212860,u5262,m348,JACK,Bob.  I'm okay.  How are you?,fight club,jack
L212266,u5262,m348,JACK,Strangers with this kind of honesty make me go a big rubbery one.,fight club,jack
L212264,u5262,m348,JACK,Bob was a champion bodybuilder.  You know that chest expansion program you see on TV?  That was his idea.,fight club,jack
L212226,u5262,m348,JACK,"Six months ago, Bob's testicles were removed.  Then hormone therapy.  He developed bitch tits because his testosterone was too high and his body upped the estrogen.  That was where my head fit -- into his huge, sweating tits that hung enormous, the way we think of God's as big.",fight club,jack
L212225,u5262,m348,JACK,Yes.  We're men.  Men is what we are.,fight club,jack
L212223,u5262,m348,JACK,This was a support group for men with testicular cancer.  The big moosie slobbering all over me was Bob.,fight club,jack
L212888,u5262,m348,JACK,"What about this?  Keep me on payroll as an outside consultant.  In exchange for my salary, I'll keep my mouth shut.  I won't need to come to the office.  I can do this job from home.",fight club,jack
L212886,u5262,m348,JACK,"Let's pretend.  You're the Department of Transportation, and you discover that our company intentionally did nothing about leather seats cured in third world countries with chemicals we know cause birth defects?  Brake linings that fail after a thousand miles.  Fuel injectors that burn people alive.",fight club,jack
L212885,u5262,m348,JACK,I Am Jack's Complete Lack of Surprise.,fight club,jack
L212883,u5262,m348,JACK,We need to talk.,fight club,jack
L212821,u5262,m348,JACK,"""Abuse"" the copy machine.  There's an image.",fight club,jack
L212819,u5262,m348,JACK,Hmm?,fight club,jack
